NAME,FORMULA,DHF,ID,,
Oxygen anion monohydrate,[(HOH)O]- (g),-244.2,31748-17-1*0,,
Ethynol,HCCOH (g),92.82,32038-79-2*0,,
Ethynol,"HCCOH (g, gauche triplet)",397.4,32038-79-2*11,,
Ethynol,"HCCOH (g, t-c triplet)",403,32038-79-2*12,,
Ethynol,"HCCOH (g, t-t triplet)",406.1,32038-79-2*13,,
Ethynol,"HCCOH (g, c-t triplet)",452,32038-79-2*14,,
Ethynol,"HCCOH (g, c-c triplet)",460.7,32038-79-2*15,,
Ethynol,"HCCOH (g, singlet)",92.82,32038-79-2*2,,
Dichloromethide,[CHCl2]- (g),-42.4,32180-91-9*0,,
1-Isocyanovinyl,CH2CNC (g),517.3,321850-14-0*0,,
Neon decacation,[Ne]+10 (g),338828.3,32218-07-8*0,,
Chloroallene,CH2CCHCl (g),175.2,3223-70-9*0,,
Trimethylenecyclopropane,(C3)(CH2)3 (g),441.4,3227-90-5*0,,
Phenolate,[C6H5O]- (g),-161.44,3229-70-7*0,,
1H-Diazirin-3-yl,HN(NC) (g),615.8,324529-57-9*0,,
1H-Diazirin-3-yl,"HN(NC) (g, doublet)",615.8,324529-57-9*1,,
1H-Diazirin-3-yl,"HN(NC) (g, quartet)",914.4,324529-57-9*2,,
Nitrilomethylimidogen,NCHN (g),578.5,324529-58-0*0,,
Nitrilomethylimidogen,"NCHN (g, doublet)",725.7,324529-58-0*1,,
Nitrilomethylimidogen,"NCHN (g, quartet)",578.5,324529-58-0*2,,
"1,3-Propanediyl",CH2CH2CH2 (g),307.9,32458-33-6*0,,
"1,3-Propanediyl","CH2CH2CH2 (g, triplet)",307.9,32458-33-6*1,,
"1,3-Propanediyl","CH2CH2CH2 (g, triplet Cs)",307.1,32458-33-6*11,,
"1,3-Propanediyl","CH2CH2CH2 (g, triplet C2)",308.5,32458-33-6*12,,
"1,3-Propanediyl","CH2CH2CH2 (g, singlet TS)",323,32458-33-6*2,,
"1,3-Propanediyl","CH2CH2CH2 (g, singlet C2v TS EE)",323,32458-33-6*21,,
"1,3-Propanediyl","CH2CH2CH2 (g, singlet Cs TS)",343.7,32458-33-6*22,,
Chlorine difluoride cation,[FClF]+ (g),996.6,32629-46-2*0,,
Sulfo,OS(OH)O (g),-374.7,32750-86-0*0,,
Trichlorine cation,[Cl3]+ (g),1055.5,33088-85-6*0,,
Trichlorine cation,"[Cl3]+ (g, triplet)",1197.2,33088-85-6*1,,
Trichlorine cation,"[Cl3]+ (g, singlet)",1055.5,33088-85-6*2,,
Fluoronitrate,[NF]- (g),211.5,33088-90-3*0,,
Tribromine cation,[Br3]+ (g),1013.6,33105-86-1*0,,
(Chlorooxy)methylene,HCOCl (g),117.9,331419-80-8*0,,
(Chlorooxy)methylene,"HCOCl (g, trans)",155.3,331419-80-8*1,,
(Chlorooxy)methylene,"HCOCl (g, cis)",117.9,331419-80-8*2,,
Propargylallene,CH2CCHCH2CCH (g),420.1,33142-15-3*0,,
Propargylallene,"CH2CCHCH2CCH (g, cis)",420.7,33142-15-3*2,,
Propargylallene,"CH2CCHCH2CCH (g, gauche)",419.8,33142-15-3*3,,
Fluoroaminyliumyl,[NF]+ (g),1415.63,33146-36-0*0,,
Methylidyne,CH (g),596.304,3315-37-5*0,,
Methylidyne,"CH (g, doublet)",596.304,3315-37-5*1,,
Methylidyne,"CH (g, quartet)",668.25,3315-37-5*2,,
Methoxide,[CH3O]- (g),-130.14,3315-60-4*0,,
Helium dihydride,HeHH (g),0.87,33309-42-1*0,,
Diazomethane,CH2NN (g),267.37,334-88-3*0,,
Fluoromethyliumylidene,[CF]+ (g),1126.69,33412-11-2*0,,
Fluoromethylidyne anion,[CF]- (g),204.3,33412-12-3*0,,
Hydroxyl,OH (g),37.516,3352-57-6*0,,
p-Benzyne,"C6H4 (g, para)",577.6,3355-34-8*0,,
p-Benzyne,"C6H4 (g, para triplet)",594.2,3355-34-8*1,,
p-Benzyne,"C6H4 (g, para singlet)",577.6,3355-34-8*2,,
"1,2-Pentadien-4-yne",HCCCHCCH2 (g),436.67,33555-85-0*0,,
2-Methyl-1-propenyl,CH3C(CH3)CH (g),234.23,33825-33-1*0,,
Chlorine atom dianion,[Cl]-2 (g),408.2,33944-49-9*0,,
Dimethylamide,[(CH3)2N]- (g),104.7,34285-60-4*0,,
Cyanomethylium,[CH2CN]+ (g),1253.59,34430-18-7*0,,
Cyanomethyliumyl,[HCCN]+ (g),1508,34447-38-6*0,,
Tropylide,[CH(CHCHCHCHCHCH)]- (g),245.4,34464-18-1*0,,
Fluorobenzene cation,[C6H5F]+ (g),776.91,34468-25-2*0,,
Ethylene cation,[CH2CH2]+ (g),1068,34470-02-5*0,,
Benzaldehyde anion,[C6H5C(O)H]- (g),-72.7,34473-57-9*0,,
Propane cation,[CH3CH2CH3]+ (g),954.6,34479-70-4*0,,
Ethyloxoniumyl,[CH3CH2OH]+ (g),766.4,34480-55-2*0,,
Dimethyl sulfide cation,[CH3SCH3]+ (g),802.1,34480-65-4*0,,
Ethane cation,[CH3CH3]+ (g),1029.13,34488-65-8*0,,
Cyclopropane cation,[CH2(CH2CH2)]+ (g),1006.3,34496-93-0*0,,
Propylene cation,[CH3CHCH2]+ (g),961.66,34504-10-4*0,,
Benzene cation,[C6H6]+ (g),976.12,34504-50-2*0,,
Fulvene anion,[CH2C(CHCHCHCH)]- (g),176.4,34504-63-7*0,,
Fulvene cation,[CH2C(CHCHCHCH)]+ (g),1027.9,34504-75-1*0,,
Cyanic fluoride anion,[FCN]- (g),-18.7,34507-50-1*0,,
Naphtalene anion,[C6H4(C4H4)]- (g),164.7,34509-91-6*0,,
Naphtalene cation,[C6H4(C4H4)]+ (g),933.84,34512-27-1*0,,
Methylammoniumyl,[CH3NH2]+ (g),852.06,34516-31-9*0,,
Borane anion,[BH3]- (g),98.6,34518-80-4*0,,
Hypochlorous acid anion,[HOCl]- (g),198.4,34524-94-2*0,,
Propyne cation,[CH3CCH]+ (g),1186.95,34526-53-9*0,,
Ethylene anion,[CH2CH2]- (g),225.6,34527-91-8*0,,
Ethylene anion,"[CH2CH2]- (g, anti ?)",224.4,34527-91-8*1,,
Ethylene anion,"[CH2CH2]- (g, syn ?)",225.5,34527-91-8*2,,
Hexafluorobenzene cation,[C6F6]+ (g),9.91,34528-23-9*0,,
"1,3-Cyclobutadiene cation",[CH(CHCHCH)]+ (g),1207.3,34531-09-4*0,,
Fluorobenzene anion,[C6H5F]- (g),-27.1,34561-55-2*0,,
Benzene anion,[C6H6]- (g),197.2,34562-85-1*0,,
Dichloromethyl,CHCl2 (g),90.99,3474-12-2*0,,
m-Chlorophenyl,"C6H4Cl (g, meta)",311,3474-40-6*0,,
3-Methylphenyl,"C6H4CH3 (g, meta)",306.4,3474-41-7*0,,
o-Chlorophenyl,"C6H4Cl (g, ortho)",318.2,3474-42-8*0,,
Cyanogen bromide cation,[BrCN]+ (g),1325,34749-77-4*0,,
Cyanogen iodide cation,[ICN]+ (g),1271.2,34749-78-5*0,,
"1,2-Hexadien-4-yne",CH2CCHCCCH3 (g),397.5,34783-10-3*0,,
Silane cation,[SiH4]+ (g),1097.4,34826-51-2*0,,
Acetylide,[C2]-2 (g),849.5,34846-56-5*0,,
Oxadiazirine anion,[O(NN)]- (g),95.5,350586-31-1*0,,
Fluoroethane,CH3CH2F (g),-272.11,353-36-6*0,,
Difluorophosgene,CF2O (g),-606.44,353-50-4*0,,
Tribromofluoromethane,CBr3F (g),-121.9,353-54-8*0,,
Dibromofluorochloromethane,CBr2FCl (g),-186.8,353-55-9*0,,
Dichlorofluorobromomethane,CCl2FBr (g),-238.3,353-58-2*0,,
Difluorochlorobromomethane,CF2ClBr (g),-439.9,353-59-3*0,,
1-Oxo-2-propenylium,[CH2CHCO]+ (g),766,35335-83-2*0,,
1-Oxo-2-propenylium,"[CH2CHCO]+ (g, triplet)",1030.7,35335-83-2*1,,
1-Oxo-2-propenylium,"[CH2CHCO]+ (g, singlet)",766,35335-83-2*2,,
Hydroxyimidogen,NOH (g),215.03,35337-59-8*0,,
Fluorine atom nonacation,[F]+9 (g),262122.9,35424-07-8*0,,
"2,5-Norbornadien-7-yl",(CHCH)(CHCHCH)(CHCH) (g),459.2,35430-15-0*0,,
Aminomethylene,CHNH2 (g),238.1,35430-17-2*0,,
Glycine cation,[NH2CH2C(O)OH]+ (g),501.8,35492-82-1*0,,
Glycine cation,"[NH2CH2C(O)OH]+ (g, syn-gauche)",501.8,35492-82-1*1,,
Glycine cation,"[NH2CH2C(O)OH]+ (g, anti-syn)",536.1,35492-82-1*2,,
Glycine cation,"[NH2CH2C(O)OH]+ (g, anti-anti)",537.7,35492-82-1*3,,
Glycine cation,"[NH2CH2C(O)OH]+ (g, anti-perp)",539.4,35492-82-1*4,,
Tropyl,CH(CHCHCHCHCHCH) (g),279.43,3551-27-7*0,,
Nitrosamine,NH2NO (g),77,35576-91-1*0,,
[1.1.1]Propellane,(CH2)3(CC) (g),361,35634-10-7*0,,
[1.1.1]Propellane,"(CH2)3(CC) (g, singlet)",361,35634-10-7*2,,
Methylperoxy anion,[CH3OO]- (g),-99.81,35683-44-4*0,,
Vinoxide,[CH2CHO]- (g),-160.15,35731-40-9*0,,
Isocyanic fluoride anion,[FNC]- (g),75.6,357426-78-9*0,,
Ethylidene anion,[CH3CH]- (g),318.4,35829-99-3*0,,
Trifluoroethene,CF2CHF (g),-498.5,359-11-5*0,,
Phenyl hydroperoxide,C6H5OOH (g),-5.2,36112-26-2*0,,
1-Propynylide,[CH3CC]- (g),261.03,36147-87-2*0,,
Diazene,"HNNH (g, trans-cis-iso equilib)",200.07,3618-05-1*0,,
Diazene,"HNNH (g, trans-cis equilib)",200.07,3618-05-1*1,,
1-Cyanovinyl anion,[CH2CCN]- (g),221.5,36259-97-9*0,,
Acetaldehyde cation,[CH3CHO]+ (g),822.14,36505-03-0*0,,
Hypofluorous acid anion,"[HOF]- (g, quartet)",154.7,36505-07-4*2,,
mu-Oxodichlorate anion,[ClOCl]- (g),-147.7,365546-30-1*0,,
Bromonium,[HBrH]+ (g),913.6,36658-54-5*0,,
Chloronium,[HClH]+ (g),878.4,36658-55-6*0,,
Diazenyl,NNH (g),249.26,36882-13-0*0,,
Sulfuric acid tetrahydrate,"(OS(O)(OH)2)(H2O)4 (cr,l)",-2010.98,37006-20-5*500,,
2-Fluoroethanol,FCH2CH2OH (g),-422.87,371-62-0*0,,
Carbonyl sulfide anion,[OCS]- (g),-137,37237-63-1*0,,
Hydrofluorate ion,[HF]- (g),-75.1,37249-79-9*0,,
Kryptonium,[KrH]+ (g),1104.5,37276-90-7*0,,
Xenonium,[XeH]+ (g),1036.43,37276-91-8*0,,
Bromofluoromethane,CH2FBr (g),-211.9,373-52-4*0,,
Difluorosilyliumyl,[SiF2]+ (g),415.2,37300-76-8*0,,
Trifluoroborate,[BF3]- (g),-1072.6,37352-52-6*0,,
Ammonia anion,[NH3]- (g),87.3,37353-00-7*0,,
Cyanogen cation,[NCCN]+ (g),1600.49,37354-81-7*0,,
Difluoronitrate,[NF2]- (g),-72.6,37366-64-6*0,,
Difluorodinitrate,"[FNNF]- (g, trans)",-206.6,37366-65-7*1,,
Trifluoronitrate,[NF3]- (g),-248.9,37366-69-1*0,,
Tetrafluorohydrazine cation,[NF2NF2]+ (g),1123,37366-75-9*0,,
Tetrafluorohydrazine cation,"[NF2NF2]+ (g, trans)",1122.5,37366-75-9*1,,
Tetrafluorohydrazine cation,"[NF2NF2]+ (g, cis ?)",1141.5,37366-75-9*2,,
Diazenium,[NH2NH]+ (g),957.44,37369-93-0*0,,
Difluoroamidogen,NF2 (g),33.65,3744-07-8*0,,
Neopentyl,(CH3)3CCH2 (g),40.3,3744-21-6*0,,
Hexafluorobenzene anion,[C6F6]- (g),-995,37551-90-9*0,,
Cyanogen chloride cation,[ClCN]+ (g),1327.56,37612-72-9*0,,
Carbonate,[OC(O)O]-2 (g),-228.4,3812-32-6*0,,
Carbonate,[OC(O)O]-2 (aq),-675.163,3812-32-6*800,,
Trifluorosilylium,[SiF3]+ (g),-114.4,38192-99-3*0,,
Fluorooxomethylium,[FCO]+ (g),724.5,38264-00-5*0,,
Chlorooxomethylium,[ClCO]+ (g),783.8,38264-03-8*0,,
Hydroxyoxomethoxy,HOC(O)O (g),-366.42,38330-85-7*0,,
Iodobenzene cation,[C6H5I]+ (g),1008.18,38406-85-8*0,,
Monoammonium succinate,(CH2C(O)OH)2(NH3) (cr),-1067.86,38457-08-8*510,,
Nitrogen hydride oxide,NH3O (g),61,38544-48-8*0,,
2-Hydroxyethylium,[CH2CH2OH]+ (g),1007.2,38607-31-7*0,,
2-Hydroxyethylium,"[CH2CH2OH]+ (g, gauche)",1012.2,38607-31-7*1,,
2-Hydroxyethylium,"[CH2CH2OH]+ (g, staggered-anti)",1006.5,38607-31-7*3,,
Phenol anion,[C6H5OH]- (g),8.2,38752-11-3*0,,
Fluoromethylidyne,CF (g),246.77,3889-75-6*0,,
Chloromethylidyne,CCl (g),434.38,3889-76-7*0,,
Bromomethylidyne,CBr (g),500.5,3889-77-8*0,,
Iodomethylidyne,CI (g),556.7,3889-78-9*0,,
Hexafluorobenzene,C6F6 (g),-947.55,392-56-3*0,,
Hexafluorobenzene,"C6F6 (cr,l)",-983.37,392-56-3*500,,
Oxygen difluoride cation,[FOF]+ (g),1289.58,39432-25-2*0,,
Indene anion,[C6H4(CHCHCH2)]- (g),220.3,39526-38-0*0,,
1-Methylethoxy,CH3CH(O)CH3 (g),-43.82,3958-66-5*0,,
Tetrafluorohydrazine anion,"[NF2NF2]- (g, gauche)",-190,39775-43-4*2,,
Oxoethylidene,HCC(O)H (g),258.3,39920-84-8*0,,
Oxoethylidene,"HCC(O)H (g, triplet)",258.3,39920-84-8*1,,
Oxoethylidene,"HCC(O)H (g, anti-triplet)",262.6,39920-84-8*11,,
Oxoethylidene,"HCC(O)H (g, syn-triplet)",257.6,39920-84-8*12,,
Oxoethylidene,"HCC(O)H (g, singlet)",272.6,39920-84-8*2,,
Sulfanylideneoxidaniumthiolate,SOS (g),219,401811-43-6*0,,
"1,3-Cycloheptadiene","CH2(CHCHCHCHCH2CH2) (g, c-c)",94.56,4054-38-0*1,,
Nitrogen atom heptacation,[N]+7 (g),143855.16,40549-08-4*0,,
"2-(Cyclopenta-2,4-dien-1-ylidene)ethan-1-ide",[CH2CHC(CHCHCHCH)]- (g),114.5,405519-46-2*0,,
Furan anion,[O(CHCHCHCH)]- (g),120.8,40807-44-1*0,,
Platinum atom anion,Pt- (g),358.9,40817-31-0*0,,
Sulfuric acid trihydrate,"(OS(O)(OH)2)(H2O)3 (cr,l)",-1720.21,40835-65-2*500,,
1-Methylethylidene,CH3CCH3 (g),303.17,40852-89-9*0,,
1-Methylethylidene,"CH3CCH3 (g, triplet)",313.7,40852-89-9*1,,
1-Methylethylidene,"CH3CCH3 (g, singlet)",302.17,40852-89-9*2,,
Silicon carbide,SiC (g),744.2,409-21-2*0,,
Silicon carbide,"SiC (cr,l)",-71.6,409-21-2*500,,
Silicon carbide,"SiC (cr, alpha-hex)",-71.6,409-21-2*501,,
Silicon carbide,"SiC (cr, beta-cubic)",-72.9,409-21-2*502,,
Phenol cation,[C6H5OH]+ (g),727.7,40932-22-7*0,,
3-Methylenecyclopropene,CH2C(CHCH) (g),388.16,4095-06-1*0,,
Phenyloxoniumylidene,[C6H5O]+ (g),884.3,41071-17-4*0,,
1-Hydroxyethenylium,[CH2COH]+ (g),834.9,41084-89-3*0,,
1-Hydroxyethenylium,"[CH2COH]+ (g, anti-triplet)",1018.3,41084-89-3*11,,
1-Hydroxyethenylium,"[CH2COH]+ (g, syn-triplet)",1038.7,41084-89-3*12,,
1-Hydroxyethenylium,"[CH2COH]+ (g, singlet)",834.9,41084-89-3*2,,
Ethylamidogen,CH3CH2NH (g),150.63,41084-92-8*0,,
Cyanomethylidyne,CCN (g),689.1,4120-02-9*0,,
Silylium,[SiH3]+ (g),984.07,41753-67-7*0,,
Ethylammoniumyl,[CH3CH2NH2]+ (g),807.6,41857-50-5*0,,
Trimethylsiloxide,[(CH3)3SiO]- (g),-510.4,41866-81-3*0,,
Difluorovinylidene,CCF2 (g),130.6,41895-33-4*0,,
Chloroformyl anion,[ClCO]- (g),-352.9,41976-93-6*0,,
Cyanamide,NH2CN (g),135.62,420-04-2*0,,
Cyanamide,NH2CN (cr),59.04,420-04-2*500,,
Cyanic acid,HOCN (g),-15.01,420-05-3*0,,
Fluorotrimethylsilane,SiF(CH3)3 (g),-570.8,420-56-4*0,,
Ethylidene,CH3CH (g),354.31,4218-50-2*0,,
Ethylidene,"CH3CH (g, triplet)",354.29,4218-50-2*1,,
Ethylidene,"CH3CH (g, singlet)",366.41,4218-50-2*2,,
3-Chloro-3-methyl-3H-diazirine,(NN)CClCH3 (g),239.6,4222-21-3*0,,
Formylimidogen,"HC(O)N (g, triplet)",242.1,42288-92-6*1,,
Formylimidogen,"HC(O)N (g, singlet)",242.1,42288-92-6*2,,
Sulfuric acid pentadecahydrate,"(OS(O)(OH)2)(H2O)15 (cr,l)",-5170.55,425605-43-2*500,,
p-Chlorophenylium,"[C6H4Cl]+ (g, para)",1139.5,42766-43-8*0,,
Methanol dimer,(CH3OH)2 (g),-419,42845-44-3*0,,
Tetrazete,"N(NNN) (g, D2h)",759.1,42851-09-2*0,,
Indene cation,[C6H4(CHCHCH2)]+ (g),946.72,42949-13-3*0,,
"2,3-Butanedione",CH3C(O)C(O)CH3 (g),-327.22,431-03-8*0,,
"2,3-Butanedione","CH3C(O)C(O)CH3 (cr,l)",-365.57,431-03-8*500,,
Silyloxy anion,[SiH3O]- (g),-321.1,43336-62-5*0,,
Ethenedione,OCCO (g),17,4363-38-6*0,,
Bisulfite cation,[OS(OH)O]+ (g),545.3,43637-78-1*0,,
1-Phenylethenol,C6H5C(OH)CH2 (g),-32.5,4383-15-7*0,,
Dioxymethylene,HCOO (g),339.8,438586-67-5*0,,
Dioxymethylene,"HCOO (g, trans)",361.7,438586-67-5*1,,
Dioxymethylene,"HCOO (g, cis)",339.8,438586-67-5*2,,
"2,3-didehydro-1H-azirin-1-yl",N(CC) (g),724.4,439586-06-8*0,,
Oxybismethanol,"HOCH2OCH2OH (g, C1 I)",-557.2,4407-89-0*11,,
"2-Propene-1,2-diol",CH2C(OH)CH2OH (g),-314.4,44169-27-9*0,,
"2-Propene-1,2-diol","CH2C(OH)CH2OH (g, anti-gauche-gauche)",-314.9,44169-27-9*11,,
2-Aminoethyl,CH2CH2NH2 (g),158.03,4422-53-1*0,,
2-Hydroxyethyl,CH2CH2OH (g),-26.14,4422-54-2*0,,
2-Hydroxyethyl,"CH2CH2OH (g, gauche-syn)",-26.14,4422-54-2*1,,
2-Hydroxyethyl,"CH2CH2OH (g, gauche-anti)",-23.47,4422-54-2*2,,
2-Hydroxyethyl,"CH2CH2OH (g, staggered-anti)",-18.2,4422-54-2*3,,
Isocyanic acid cation,[HNCO]+ (g),1000.36,444010-28-0*0,,
"1,3-Hexadiyne",HCCCCCH2CH3 (g),393.54,4447-21-6*0,,
1-Methoxyethenol,CH2C(OH)OCH3 (g),-302.7,4453-91-2*0,,
1-Methoxyethenol,"CH2C(OH)OCH3 (g, anti-syn)",-303.6,4453-91-2*1,,
Cyclobutyl,CH(CH2CH2CH2) (g),227.67,4548-06-5*0,,
Benzoyl fluoride,C6H5C(O)F (g),-304.3,455-32-3*0,,
trans-Cycloheptene,"CH2(CHCHCH2CH2CH2CH2) (g, trans)",103.9,45509-99-7*0,,
"1,3-Butadiyne",HCCCCH (g),460.1,460-12-8*0,,
Cyanogen,NCCN (g),310.15,460-19-5*0,,
Cyanogen,"NCCN (cr,l)",289.21,460-19-5*500,,
Fluorobenzene,C6H5F (g),-111.72,462-06-6*0,,
Fluorobenzene,"C6H5F (cr,l)",-146.34,462-06-6*500,,
o-Benzyne,"C6H4 (g, ortho)",459.29,462-80-6*0,,
o-Benzyne,"C6H4 (g, ortho triplet)",616.4,462-80-6*1,,
o-Benzyne,"C6H4 (g, ortho singlet)",459.29,462-80-6*2,,
Allene,CH2CCH2 (g),190.02,463-49-0*0,,
Ketene,CH2CO (g),-48.4,463-51-4*0,,
Ketene,"CH2CO (g, triplet)",179,463-51-4*1,,
Ketene,"CH2CO (g, singlet)",-48.4,463-51-4*2,,
Ketene,"CH2CO (g, para singlet)",-48.4,463-51-4*21,,
Ketene,"CH2CO (g, ortho singlet)",-48.4,463-51-4*22,,
Methanediol,CH2(OH)2 (g),-391.58,463-57-0*0,,
Methanediol,"CH2(OH)2 (g, C2 gauche)",-392.44,463-57-0*1,,
Methanediol,"CH2(OH)2 (g, Cs gauche)",-381.83,463-57-0*2,,
Carbonyl sulfide,OCS (g),-139.95,463-58-1*0,,
Carbonyl sulfide,"OCS (cr,l)",-156.29,463-58-1*500,,
Carbamic acid,NH2C(O)OH (g),-435.04,463-77-4*0,,
Carbamic acid,"NH2C(O)OH (g, syn)",-435.04,463-77-4*1,,
Carbamic acid,"NH2C(O)OH (g, anti)",-405.4,463-77-4*2,,
Carbonic acid,C(O)(OH)2 (g),-611.56,463-79-6*0,,
Carbonic acid,"C(O)(OH)2 (g, cis-cis)",-612.42,463-79-6*1,,
Carbonic acid,"C(O)(OH)2 (aq, undissoc)",-698.67,463-79-6*1000,,
Carbonic acid,"C(O)(OH)2 (g, cis-trans)",-606.55,463-79-6*2,,
Carbonic acid,"C(O)(OH)2 (g, trans-trans)",-570.09,463-79-6*3,,
neo-Pentane,C(CH3)4 (g),-167.14,463-82-1*0,,
neo-Pentane,C(CH3)4 (l),-189.53,463-82-1*500,,
iso-Butyl,(CH3)2CHCH2 (g),73.34,4630-45-9*0,,
Benzocyclopropene,CH2(CCHCHCHCHC) (g),379.6,4646-69-9*0,,
Benzocyclopropene,"CH2(CCHCHCHCHC) (g, singlet)",379.6,4646-69-9*2,,
Isocyanamide,NH2NC (g),322.6,4702-38-9*0,,
Fulvenone,OCC(CHCHCHCH) (g),107.1,4727-22-4*0,,
"2,4-Cyclopentadien-1-ylidene","C(CHCHCHCH) (g, triplet)",517.2,4729-01-5*1,,
Isourea,NHC(OH)NH2 (g),-172.7,4744-36-9*0,,
Difluorophosgene anion,[CF2O]- (g),-604.2,474815-26-4*0,,
"1,2-Butadienyl",CH3CHCCH (g),320.24,4777-46-2*0,,
Chlorine trifluoride cation,[FCl(F)F]+ (g),1049.2,478167-77-0*0,,
Chlorine pentafluoride cation,[FCl(F)(F)(F)F]+ (g),996.9,478167-78-1*0,,
Dimethylsilanone,CH3Si(O)CH3 (g),-252.9,47956-45-6*0,,
Fluoro(fluorooxy)methylene,FCOF (g),-136,479587-30-9*0,,
Fluoro(fluorooxy)methylene,"FCOF (g, trans)",-39.1,479587-30-9*1,,
Fluoro(fluorooxy)methylene,"FCOF (g, vdW triplet)",-95.6,479587-30-9*101,,
Fluoro(fluorooxy)methylene,"FCOF (g, cis)",-136,479587-30-9*2,,
Chloro(chlorooxy)methylene,ClCOCl (g),73.9,479587-31-0*0,,
Chloro(chlorooxy)methylene,"ClCOCl (g, trans)",105,479587-31-0*1,,
Chloro(chlorooxy)methylene,"ClCOCl (g, trans singlet)",101,479587-31-0*11,,
Chloro(chlorooxy)methylene,"ClCOCl (g, trans triplet)",104.7,479587-31-0*12,,
Chloro(chlorooxy)methylene,"ClCOCl (g, cis)",73.7,479587-31-0*2,,
Oxadithiirane,O(SS) (g),134.3,488092-02-0*0,,
Aminomethylium,[CH2NH2]+ (g),751.66,488821-23-4*0,,
"1,3-Pentadiyne",HCCCCCH3 (g),413.96,4911-55-1*0,,
"1,3-Pentadiyne","HCCCCCH3 (cr,l)",385.1,4911-55-1*500,,
Indane,C6H4(CH2CH2CH2) (g),59.85,496-11-7*0,,
Indane,"C6H4(CH2CH2CH2) (cr,l)",10.94,496-11-7*500,,
Isoindene anion,[C6H4(CHCH2CH)]- (g),217.2,496764-61-5*0,,
Fulvene,CH2C(CHCHCHCH) (g),216.1,497-20-1*0,,
Methylaminilium,[CH3NH]+ (g),1125.4,49784-84-1*0,,
Dimethylaminylium,[(CH3)2N]+ (g),1025.5,49784-85-2*0,,
mu-Hydrotrihydrodisilicon,"Si(HSiH3) (g, triplet)",450.9,497967-55-2*1,,
mu-Hydrotrihydrodisilicon,SiH2(HSiH) (g),307.8,497967-56-3*0,,
1-Cyanoethylidene,CH3CCN (g),433.8,498544-34-6*0,,
1-Cyanoethylidene,"CH3CCN (g, triplet)",433.8,498544-34-6*1,,
1-Cyanoethylidene,"CH3CCN (g, singlet)",470.6,498544-34-6*2,,
Formaldehyde,CH2O (g),-109.223,50-00-0*0,,
Formaldehyde,"CH2O (g, triplet)",192.706,50-00-0*1,,
Formaldehyde,"CH2O (aq, unhydrol)",-165.65,50-00-0*1000,,
Formaldehyde,"CH2O (g, singlet)",-109.223,50-00-0*2,,
Formaldehyde,"CH2O (g, para singlet)",-109.223,50-00-0*21,,
Formaldehyde,"CH2O (g, ortho singlet)",-109.222,50-00-0*22,,
2-Cyclopropyn-1-yl anion,[C(CC)]- (g),671.8,500574-36-7*0,,
Cyclopropanone,OC(CH2CH2) (g),19.21,5009-27-8*0,,
Diphenylacetylene,C6H5CCC6H5 (g),407.3,501-65-5*0,,
Diphenylacetylene,"C6H5CCC6H5 (cr,l)",312.72,501-65-5*500,,
2-Butyne,CH3CCCH3 (g),146.61,503-17-3*0,,
Carbon suboxide,OCCCO (g),-92.31,504-64-3*0,,
Carbon suboxide,"OCCCO (cr,l)",-116.16,504-64-3*500,,
Silylsilylene,SiH3SiH (g),309.5,50420-90-1*0,,
Silylsilylene,"SiH3SiH (g, triplet)",372.5,50420-90-1*1,,
Silylsilylene,"SiH3SiH (g, singlet)",309.5,50420-90-1*2,,
Acetylene anion,[HCCH]- (g),356.7,50443-89-5*0,,
Acetylene anion,"[HCCH]- (g, trans ?)",356.7,50443-89-5*1,,
Acetylene anion,"[HCCH]- (g, cis ?)",380.3,50443-89-5*2,,
1-Methylethenylium,[CH3CCH2]+ (g),986,50457-57-3*0,,
1-Propenylium,"[CH3CHCH]+ (g, trans)",1223.3,50457-58-4*1,,
1-Propenylium,"[CH3CHCH]+ (g, cis)",1221.6,50457-58-4*2,,
Cyanogen bromide,BrCN (g),180.2,506-68-3*0,,
Cyanogen chloride,ClCN (g),135.85,506-77-4*0,,
Cyanogen iodide,ICN (g),222,506-78-5*0,,
Isofulminic acid,HONC (g),233.56,506-85-4*0,,
Formic acid cation,[HC(O)OH]+ (g),715.46,50614-05-6*0,,
Formic acid cation,"[HC(O)OH]+ (g, syn)",714.9,50614-05-6*1,,
Formic acid cation,"[HC(O)OH]+ (g, anti)",716.8,50614-05-6*2,,
"1,2-Cyclobutadiene",C(CHCH2CH) (g),579.4,50682-90-1*0,,
Tetraiodomethane,CI4 (g),318.6,507-25-5*0,,
Tetraiodomethane,"CI4 (cr, monoclinic)",238,507-25-5*500,,
Carbon dianion,[C]-2 (g),1033,50802-47-6*0,,
Carbon trianion,[C]-3 (g),1818.6,50802-48-7*0,,
Methylene anion,[CH2]- (g),328.61,50928-07-9*0,,
Oxiranylidene,CH2(CO) (g),209.2,50983-85-2*0,,
Oxiranylidene,"CH2(CO) (g, triplet)",452.1,50983-85-2*1,,
Oxiranylidene,"CH2(CO) (g, singlet)",209.2,50983-85-2*2,,
Fulminic acid,HCNO (g),169.29,51060-05-0*0,,
Ketenyl,HCCO (g),178.19,51095-15-9*0,,
mu-Oxodichlorine cation,[ClOCl]+ (g),1126.84,51174-96-0*0,,
"2,5-Bis(methylene)-3-cyclopenten-1-yl",CH(C(CH2)CHCHC(CH2)) (g),302.8,512782-58-0*0,,
