NAME,FORMULA,DHF,ID,,
Boron nitride,"BN (cr,l)",-250.34,10043-11-5*500,,
Boric acid,B(OH)3 (g),-1002.1,10043-35-3*0,,
Boric acid,"B(OH)3 (aq, undissoc)",-1072.34,10043-35-3*1000,,
Boric acid,"B(OH)3 (cr,l)",-1094.34,10043-35-3*500,,
Boric acid,"B(OH)3 (aq, 60 H2O)",-1072.62,10043-35-3*823,,
Boric acid,"B(OH)3 (aq, 100 H2O)",-1072.55,10043-35-3*828,,
Boric acid,"B(OH)3 (aq, 200 H2O)",-1072.49,10043-35-3*830,,
Boric acid,"B(OH)3 (aq, 500 H2O)",-1072.45,10043-35-3*833,,
Boric acid,"B(OH)3 (aq, 1000 H2O)",-1072.43,10043-35-3*839,,
Boric acid,"B(OH)3 (aq, 1500 H2O)",-1072.43,10043-35-3*840,,
Boric acid,"B(OH)3 (aq, 2000 H2O)",-1072.42,10043-35-3*841,,
Boric acid,"B(OH)3 (aq, 5000 H2O)",-1072.41,10043-35-3*844,,
Boric acid,"B(OH)3 (aq, 10000 H2O)",-1072.39,10043-35-3*850,,
Boric acid,"B(OH)3 (aq, 2400 H2O)",-1072.42,10043-35-3*896,,
Boric acid,"B(OH)3 (aq, 1400 H2O)",-1072.43,10043-35-3*959,,
Radon,Rn (g),0,10043-92-2*0,,
Radon,"Rn (aq, undissoc)",-21.33,10043-92-2*1000,,
Chlorine dioxide,OClO (g),98.95,10049-04-4*0,,
o-Benzyne anion,"[C6H4]- (g, ortho)",404.72,100569-88-8*0,,
Triiodoethene,CHICI2 (g),295.5,10065-29-9*0,,
2-Cyclopropen-1-one cation,[OC(CHCH)]+ (g),1075.7,100815-68-7*0,,
2-Propynal cation,[CHCCHO]+ (g),1167.2,100815-70-1*0,,
Diazomethanide,[HCNN]- (g),302.12,100840-43-5*0,,
Diazomethanide,"[HCNN]- (g, triplet)",478.3,100840-43-5*1,,
Diazomethanide,"[HCNN]- (g, singlet)",302.12,100840-43-5*2,,
Oxosilylene,SiO (g),-97.22,10097-28-6*0,,
Bromine atom,Br (g),111.863,10097-32-2*0,,
Bromine atom,"Br (g, 2P3/2)",111.863,10097-32-2*1,,
Bromine atom,"Br (g, 2P1/2)",155.947,10097-32-2*2,,
Dinitrogen pentoxide,O2NONO2 (g),14.79,10102-03-1*0,,
Dinitrogen pentoxide,"O2NONO2 (cr,l)",-41.11,10102-03-1*500,,
Nitric oxide,NO (g),91.151,10102-43-9*0,,
Nitric oxide,"NO (aq, undissoc)",79.238,10102-43-9*1000,,
Nitrogen dioxide,ONO (g),34.079,10102-44-0*0,,
1-Formylethenylium,[CH2CCHO]+ (g),1018,101705-89-9*0,,
1-Formylethenylium,"[CH2CCHO]+ (g, triplet)",1154.2,101705-89-9*1,,
1-Formylethenylium,"[CH2CCHO]+ (g, singlet)",1018,101705-89-9*2,,
3-Oxo-1-propenylium,[CHCHCHO]+ (g),1002.8,101705-90-2*0,,
3-Oxo-1-propenylium,"[CHCHCHO]+ (g, triplet)",1180,101705-90-2*1,,
3-Oxo-1-propenylium,"[CHCHCHO]+ (g, trans-triplet)",1179.8,101705-90-2*11,,
3-Oxo-1-propenylium,"[CHCHCHO]+ (g, anti-trans-triplet)",1179.6,101705-90-2*111,,
3-Oxo-1-propenylium,"[CHCHCHO]+ (g, syn-trans-triplet)",1189.8,101705-90-2*112,,
3-Oxo-1-propenylium,"[CHCHCHO]+ (g, cis-triplet)",1192.4,101705-90-2*12,,
3-Oxo-1-propenylium,"[CHCHCHO]+ (g, anti-cis-triplet)",1192,101705-90-2*121,,
3-Oxo-1-propenylium,"[CHCHCHO]+ (g, syn-cis-triplet)",1200.2,101705-90-2*122,,
3-Oxo-1-propenylium,"[CHCHCHO]+ (g, singlet)",1002.8,101705-90-2*2,,
Sulfuric acid monohydrate,"(OS(O)(OH)2)(H2O) (cr,l)",-1127.49,10193-30-3*500,,
Trichloroboron anion,[BCl3]- (g),-453.5,102210-07-1*0,,
"1,2,3-Butatrien-1-yl anion",[CH2CCCH]- (g),386.6,102275-54-7*0,,
2-Naphthalenyl,C6H4(CHCCHCH) (g),397.3,10237-50-0*0,,
2-Cyclopropyn-1-ylidene,C(CC) (g),905.3,102508-15-6*0,,
2-Cyclopropyn-1-ylidene,"C(CC) (g, triplet)",905.3,102508-15-6*1,,
2-Cyclopropyn-1-ylidene,"C(CC) (g, singlet)",1000,102508-15-6*2,,
Chlorine hydride oxide,HCl(O)(O)O (g),154,1027055-52-2*0,,
Boron trichloride,BCl3 (g),-404.2,10294-34-5*0,,
Boron trichloride,"BCl3 (cr,l)",-427.7,10294-34-5*500,,
"1,2-Diphenylethane",C6H5CH2CH2C6H5 (g),142.23,103-29-7*0,,
"1,2-Diphenylethane","C6H5CH2CH2C6H5 (cr,l)",51.07,103-29-7*500,,
Dioxoperoxysulfate,"[OS(O)OO]- (g, C1)",-506.5,103613-08-7*1,,
"1,1-Ethenediol",CH2C(OH)2 (g),-320.05,10375-04-9*0,,
"1,1-Ethenediol","CH2C(OH)2 (g, syn-anti Cs)",-320.47,10375-04-9*1,,
"1,1-Ethenediol","CH2C(OH)2 (g, syn-syn C2v)",-315.6,10375-04-9*2,,
"1,1-Ethenediol","CH2C(OH)2 (g, gauche-gauche C2)",-309.2,10375-04-9*3,,
Ethynylaminylium,[HCCNH]+ (g),1277.4,103835-08-1*0,,
Ethynylaminylium,"[HCCNH]+ (g, triplet)",1277.4,103835-08-1*1,,
Ethynylaminylium,"[HCCNH]+ (g, singlet)",1348.8,103835-08-1*2,,
3-Buten-1-ynylium,[CH2CHCC]+ (g),1570.3,103928-84-3*0,,
3-Buten-1-ynylium,"[CH2CHCC]+ (g, triplet)",1570.3,103928-84-3*1,,
3-Buten-1-ynylium,"[CH2CHCC]+ (g, singlet)",1602.9,103928-84-3*2,,
"2,4-Pentadiynylium",[HCCCCCH2]+ (g),1362.6,103928-86-5*0,,
p-Tolualdehyde,"CH3C6H4C(O)H (g, para)",-72.2,104-87-0*0,,
p-Tolualdehyde,"CH3C6H4C(O)H (cr, l, para)",-125.8,104-87-0*500,,
Butadienylacetylene,CH2CHCHCHCCH (g),346.4,10420-90-3*0,,
"1,4-Hexadiyne",HCCCH2CCCH3 (g),414.8,10420-91-4*0,,
Cyanoethynylium,[CCCN]+ (g),1874.3,104233-69-4*0,,
o-Toluoyl,"CH3C6H4CO (g, ortho)",91.9,104680-89-9*0,,
Peroxyformate,[HC(O)OO]- (g),-346.38,104960-05-6*0,,
Peroxyformate,"[HC(O)OO]- (g, syn)",-346.39,104960-05-6*1,,
Peroxyformate,"[HC(O)OO]- (g, anti)",-326.5,104960-05-6*2,,
Aminomethyl,CH2NH2 (g),149.59,10507-29-6*0,,
Chlorine chlorite,ClOClO (g),166.4,105206-44-8*0,,
Chlorine chlorite,"ClOClO (g, cis)",175.1,105206-44-8*2,,
Chlorine chlorite,"ClOClO (g, gauche)",166.2,105206-44-8*3,,
Dinitrogen tetraoxide,O2NNO2 (g),10.92,10544-72-6*0,,
Dinitrogen tetraoxide,"O2NNO2 (cr,l)",-26.96,10544-72-6*500,,
Nitrogen sesquioxide,ONN(O)O (g),86.21,10544-73-7*0,,
Difluorodiazene,FNNF (g),73.4,10578-16-2*0,,
"1,2-Dibromoethane",CH2BrCH2Br (g),-38.3,106-93-4*0,,
"1,2-Dibromoethane","CH2BrCH2Br (cr,l)",-80.1,106-93-4*500,,
n-Butane,CH3CH2CH2CH3 (g),-125.55,106-97-8*0,,
1-Butene,CH2CHCH2CH3 (g),0.28,106-98-9*0,,
"1,3-Butadiene",CH2CHCHCH2 (g),111.15,106-99-0*0,,
Oxoethylidene anion,[HCC(O)H]- (g),84.2,106543-38-8*0,,
Oxoethylidene anion,"[HCC(O)H]- (g, anti-gauche)",83.6,106543-38-8*1,,
Oxoethylidene anion,"[HCC(O)H]- (g, syn-gauche)",89,106543-38-8*2,,
Trimethylsilanol,(CH3)3SiOH (g),-491.6,1066-40-6*0,,
1-Butyne,CH3CH2CCH (g),166.83,107-00-6*0,,
Acrolein,CH2CHCHO (g),-65.21,107-02-8*0,,
Acrolein,"CH2CHCHO (g, trans)",-65.52,107-02-8*1,,
Acrolein,"CH2CHCHO (g, cis)",-56.7,107-02-8*2,,
Acrolein,"CH2CHCHO (cr,l)",-95.58,107-02-8*500,,
"1,2-Dichloroethane",CH2ClCH2Cl (g),-130.45,107-06-2*0,,
"1,2-Dichloroethane","CH2ClCH2Cl (cr,l)",-165.65,107-06-2*500,,
2-Chloroethanol,ClCH2CH2OH (g),-266.49,107-07-3*0,,
2-Chloroethanol,ClCH2CH2OH (l),-314.89,107-07-3*590,,
1-Propanamine,CH3CH2CH2NH2 (g),-69.95,107-10-8*0,,
1-Propanamine,"CH3CH2CH2NH2 (cr,l)",-101.38,107-10-8*500,,
Acrylonitrile,CH2CHCN (g),187.25,107-13-1*0,,
Acrylonitrile,"CH2CHCN (g, singlet)",187.25,107-13-1*1,,
Acrylonitrile,"CH2CHCN (g, triplet)",441.1,107-13-1*2,,
Acrylonitrile,"CH2CHCN (cr,l)",154.19,107-13-1*500,,
Ethylene glycol,(CH2OH)2 (g),-389.28,107-21-1*0,,
Ethylene glycol,"(CH2OH)2 (cr,l)",-455.15,107-21-1*500,,
Glyoxal,OCHCHO (g),-213.4,107-22-2*0,,
Glyoxal,"OCHCHO (g, trans)",-213.47,107-22-2*1,,
Glyoxal,"OCHCHO (g, cis)",-194.83,107-22-2*2,,
Methoxyethene,CH2CHOCH3 (g),-106.6,107-25-5*0,,
Methoxyethene,"CH2CHOCH3 (g, trans)",-99,107-25-5*1,,
Methoxyethene,"CH2CHOCH3 (g, cis)",-107.1,107-25-5*2,,
Methyl formate,HC(O)OCH3 (g),-359.87,107-31-3*0,,
Methyl formate,"HC(O)OCH3 (g, syn)",-359.88,107-31-3*1,,
Methyl formate,"HC(O)OCH3 (g, anti)",-339.1,107-31-3*2,,
Methyl formate,HC(O)OCH3 (l),-388.46,107-31-3*500,,
Peroxyformic acid,HC(O)OOH (g),-288.34,107-32-4*0,,
Peroxyformic acid,"HC(O)OOH (g, cis)",-288.55,107-32-4*1,,
Peroxyformic acid,"HC(O)OOH (g, trans)",-273.2,107-32-4*2,,
Peroxyformic acid,"HC(O)OOH (g, gauche)",-273,107-32-4*3,,
2-Methylpentane,CH3CH2CH2CH(CH3)2 (g),-173.72,107-83-5*0,,
2-Methylpentane,"CH3CH2CH2CH(CH3)2 (cr,l)",-203.82,107-83-5*500,,
Cyanoacetylene,HCCCN (g),373.99,1070-71-9*0,,
Difluorovinylidene anion,[CCF2]- (g),-87.1,107693-92-5*0,,
Bromobenzene,C6H5Br (g),104.9,108-86-1*0,,
Bromobenzene,"C6H5Br (cr,l)",60.3,108-86-1*500,,
Toluene,C6H5CH3 (g),50.07,108-88-3*0,,
Toluene,C6H5CH3 (l),12.04,108-88-3*500,,
Chlorobenzene,C6H5Cl (g),52.32,108-90-7*0,,
Chlorobenzene,"C6H5Cl (cr,l)",11.35,108-90-7*500,,
Phenol,C6H5OH (g),-92.94,108-95-2*0,,
Phenol,"C6H5OH (cr,l)",-162,108-95-2*500,,
3-Buten-1-ynyl,CH2CHCC (g),626.43,108179-98-2*0,,
Disilene cation,[SiH2SiH2]+ (g),1060.4,108492-63-3*0,,
1-Disilanylium-1-yl,[SiH3SiH]+ (g),1116.4,108492-64-4*0,,
2-Hydroxyethenyl,CHCHOH (g),132.18,108665-16-3*0,,
2-Hydroxyethenyl,"CHCHOH (g, cis-cis)",137.3,108665-16-3*11,,
2-Hydroxyethenyl,"CHCHOH (g, cis-trans)",144.5,108665-16-3*12,,
2-Hydroxyethenyl,"CHCHOH (g, trans-cis)",131.26,108665-16-3*21,,
2-Hydroxyethenyl,"CHCHOH (g, trans-trans)",140.9,108665-16-3*22,,
n-Pentane,CH3CH2CH2CH2CH3 (g),-146.05,109-66-0*0,,
n-Pentane,"CH3CH2CH2CH2CH3 (cr,l)",-172.79,109-66-0*500,,
Ethoxyethene,CH2CHOCH2CH3 (g),-136.2,109-92-2*0,,
Ethoxyethene,"CH2CHOCH2CH3 (g, trans-trans)",-132.9,109-92-2*1,,
Ethoxyethene,"CH2CHOCH2CH3 (g, trans-perp)",-131.9,109-92-2*11,,
Ethoxyethene,"CH2CHOCH2CH3 (g, cis-trans)",-141.5,109-92-2*2,,
Ethoxyethene,"CH2CHOCH2CH3 (g, cis-perp)",-135.1,109-92-2*21,,
Ethyl formate,HC(O)OCH2CH3 (g),-393.7,109-94-4*0,,
Ethyl formate,"HC(O)OCH2CH3 (g, syn)",-393.7,109-94-4*1,,
Ethyl formate,"HC(O)OCH2CH3 (g, anti)",-374.4,109-94-4*2,,
Ethyl formate,"HC(O)OCH2CH3 (cr,l)",-425.8,109-94-4*500,,
Ethyl nitrite,CH3CH2ONO (g),-97.33,109-95-5*0,,
Ethyl nitrite,"CH3CH2ONO (g, trans-cis)",-98.66,109-95-5*1,,
Ethyl nitrite,"CH3CH2ONO (g, gauche-trans)",-97.1,109-95-5*2,,
Ethyl nitrite,"CH3CH2ONO (g, gauche-cis)",-95.7,109-95-5*3,,
"1,2-Propadien-1-yl-3-ylidene anion",[CCC]- (g),629.1,109292-47-9*0,,
"1,2-Propadien-1-yl-3-ylidene anion","[CCC]- (g, lin)",629.1,109292-47-9*1,,
Propadienylidenide,[CH2CC]- (g),382.08,109292-49-1*0,,
"3-Oxo-1,2-propadienylidene anion",[CCCO]- (g),230.2,109292-50-4*0,,
Carbon suboxide anion,[OCCCO]- (g),-127.7,109362-94-9*0,,
Propadien-1-olate,[CH2CCHO]- (g),-4.4,109686-13-7*0,,
Furan,O(CHCHCHCH) (g),-34.52,110-00-9*0,,
Furan,"O(CHCHCHCH) (cr,l)",-61.94,110-00-9*500,,
Succinic acid,(CH2C(O)OH)2 (g),-823.3,110-15-6*0,,
Succinic acid,"(CH2C(O)OH)2 (cr,l)",-940.22,110-15-6*500,,
n-Hexane,CH3CH2CH2CH2CH2CH3 (g),-166.77,110-54-3*0,,
n-Hexane,"CH3CH2CH2CH2CH2CH3 (cr,l)",-198.49,110-54-3*500,,
Cyclohexane,CH2(CH2CH2CH2CH2CH2) (g),-122.78,110-82-7*0,,
Cyclohexane,CH2(CH2CH2CH2CH2CH2) (l),-155.92,110-82-7*500,,
Cyclohexene,CH2(CHCHCH2CH2CH2) (g),-4.28,110-83-8*0,,
Cyclohexene,"CH2(CHCHCH2CH2CH2) (cr,l)",-37.84,110-83-8*500,,
Pyridine,N(CHCHCHCHCH) (g),140.53,110-86-1*0,,
Pyridine,"N(CHCHCHCHCH) (cr,l)",100.2,110-86-1*500,,
2-Methylene-2H-azirine,(CHN)CCH2 (g),397,110027-86-6*0,,
Diboron trioxide,OBOBO (g),-836.8,1103242-32-5*0,,
Dioxygen anion,[O2]- (g),-42.72,11062-77-4*0,,
"1,2-Propadien-1-ylium-1-yl",[CH2CC]+ (g),1562.8,110714-00-6*0,,
Fluorosilylidyne anion,[SiF]- (g),-137.7,11080-58-3*0,,
Dioxygenyl ion monohydrate,[(H2O)(O2)]+ (g),822,11083-61-7*0,,
Tribromine,Br3 (g),134.3,11094-39-6*0,,
Trichlorine,Cl3 (g),125.8,11094-65-8*0,,
n-Octane,CH3(CH2)6CH3 (g),-207.89,111-65-9*0,,
n-Octane,"CH3(CH2)6CH3 (cr,l)",-249.42,111-65-9*500,,
n-Nonane,CH3(CH2)7CH3 (g),-228.06,111-84-2*0,,
n-Nonane,"CH3(CH2)7CH3 (cr,l)",-274.49,111-84-2*500,,
Dimethylsilane,CH3SiH2CH3 (g),-88.3,1111-74-6*0,,
2-Aziridinide,[NH(CHCH2)]- (g),304.1,111127-93-6*0,,
2-Aziridinide,"[NH(CHCH2)]- (g, syn)",318.1,111127-93-6*1,,
2-Aziridinide,"[NH(CHCH2)]- (g, anti)",304.1,111127-93-6*2,,
Cyanogen anion,[NCCN]- (g),284.7,11118-88-0*0,,
"3-Oxo-1,2-propadienylidene",CCCO (g),336.4,11127-17-6*0,,
Fluorosilylidyne,SiF (g),-58.5,11128-24-8*0,,
Fluorosilylidyne,"SiF (g, doublet)",-58.5,11128-24-8*1,,
Fluorosilylidyne,"SiF (g, quartet)",298.39,11128-24-8*2,,
Cyclobutadiene,CH(CHCHCH) (g),428.1,1120-53-2*0,,
Methyl hydroperoxide cation,[CH3OOH]+ (g),819.7,112465-88-0*0,,
1-Hydroxyethenyl anion,[CH2COH]- (g),8.6,112539-13-6*0,,
1-Hydroxyethenyl anion,"[CH2COH]- (g, anti)",9.8,112539-13-6*21,,
1-Hydroxyethenyl anion,"[CH2COH]- (g, syn)",7.8,112539-13-6*22,,
2-Cyclopropen-1-ylidenemethylium,[CHC(CHCH)]+ (g),1343.9,112936-36-4*0,,
2-Cyclopropen-1-ylidenemethylium,"[CHC(CHCH)]+ (g, triplet)",1429.4,112936-36-4*1,,
2-Cyclopropen-1-ylidenemethylium,"[CHC(CHCH)]+ (g, singlet)",1343.9,112936-36-4*2,,
Hydroxysilyl,SiH2OH (g),-112,113648-09-2*0,,
Chloromethoxy,CH2(Cl)O (g),-18.7,114282-89-2*0,,
Fulminic acid cation,[HCNO]+ (g),1212.9,114766-65-3*0,,
Propene,CH3CHCH2 (g),20.06,115-07-1*0,,
Propene,"CH3CHCH2 (cr,l)",4.02,115-07-1*500,,
Methoxymethane,CH3OCH3 (g),-183.9,115-10-6*0,,
Isobutene,CH2C(CH3)2 (g),-16.76,115-11-7*0,,
"2,4-Pentadiynyl",HCCCCCH2 (g),568.06,115236-82-3*0,,
1-Hydroxy-2-propanone,CH3C(O)CH2OH (g),-373.74,116-09-6*0,,
1-Hydroxy-2-propanone,"CH3C(O)CH2OH (g, syn-syn)",-373.8,116-09-6*11,,
1-Hydroxy-2-propanone,"CH3C(O)CH2OH (g, anti-anti)",-360.3,116-09-6*21,,
1-Hydroxy-2-propanone,"CH3C(O)CH2OH (g, anti-syn)",-349.6,116-09-6*22,,
1-Hydroxy-2-propanone,"CH3C(O)CH2OH (g, gauche-anti)",-356.1,116-09-6*31,,
Tetrafluoroethylene,CF2CF2 (g),-674.06,116-14-3*0,,
Cycloprop-1-enylium,[CH2(CHC)]+ (g),1498,117067-78-4*0,,
Chloromethylidyne anion,[CCl]- (g),323.6,117129-77-8*0,,
Dihydrogen fluoride anion,"[HFH]- (g, triplet)",131.9,117339-92-1*1,,
Dihydrogen fluoride anion,"[(HF)(H)]- (g, singlet)",-60.5,117339-92-1*2,,
3-Methylene-1-cyclopropen-1-ylium,[CH2C(CHC)]+ (g),1395.5,117469-28-0*0,,
3-Methylene-1-cyclopropen-1-ylium,"[CH2C(CHC)]+ (g, triplet)",1464,117469-28-0*1,,
3-Methylene-1-cyclopropen-1-ylium,"[CH2C(CHC)]+ (g, singlet)",1395.5,117469-28-0*2,,
Chloryl chloride,ClCl(O)O (g),122.1,117489-73-3*0,,
Ethylidyne anion,[CH3C]- (g),453.1,117768-70-4*0,,
"3,3-Dioxidedioxathiirane",OS(OO)O (g),-265.2,1177730-84-5*0,,
"3,3-Dioxidedioxathiirane","OS(OO)O (g, singlet C2v)",-265.2,1177730-84-5*2,,
Isofulminic acid cation,[HONC]+ (g),1374.9,117800-60-9*0,,
(Methylimino)methyl,CH3NCH (g),267.9,117928-23-1*0,,
(Methylimino)methyl,"CH3NCH (g, trans)",267.9,117928-23-1*1,,
(Methylimino)methyl,"CH3NCH (g, cis)",287.1,117928-23-1*2,,
"1,3-Pentadiyne-1.5-diyl",CH2CCCC (g),787.3,117992-81-1*0,,
2-Ethynyl-2-cyclopropen-1-ylidene,HCCC(CCH) (g),727.4,117992-84-4*0,,
"1,2-Propadien-1-ylium-1-yl-3-ylidene",[CCC]+ (g),1947,118090-85-0*0,,
"1,2-Propadien-1-ylium-1-yl-3-ylidene","[CCC]+ (g, lin)",1965.02,118090-85-0*1,,
Dichloromethylene anion,[CCl2]- (g),78.26,118364-73-1*0,,
Methanediimine cation,[HNCNH]+ (g),1135.7,1189338-16-6*0,,
Methanediimine cation,"[HNCNH]+ (g, trans)",1136.3,1189338-16-6*1,,
Methanediimine cation,"[HNCNH]+ (g, cis)",1133.1,1189338-16-6*2,,
Benzophenone,C6H5C(O)C6H5 (g),51.5,119-61-9*0,,
Benzophenone,"C6H5C(O)C6H5 (cr,l)",-41.9,119-61-9*500,,
Benzophenone,C6H5C(O)C6H5 (cr),-41.9,119-61-9*510,,
Benzophenone,C6H5C(O)C6H5 (l),-24.8,119-61-9*590,,
Cyclopropynyl,CH(CC) (g),715.38,119178-99-3*0,,
But-1-en-3-yn-1-ide,[HCCCHCH]- (g),419.2,119611-65-3*0,,
But-1-en-3-yn-1-ide,"[HCCCHCH]- (g, trans)",421.1,119611-65-3*1,,
But-1-en-3-yn-1-ide,"[HCCCHCH]- (g, cis)",418.7,119611-65-3*2,,
"3-Oxo-1,2-propadien-1-yl",HCCCO (g),292.86,1198096-74-0*0,,
"1,2-Butadien-1-ylidene",CH3CHCC (g),506.3,119908-55-3*0,,
"1,2-Butadien-1-ylidene","CH3CHCC (g, triplet)",646.3,119908-55-3*1,,
"1,2-Butadien-1-ylidene","CH3CHCC (g, singlet)",506.3,119908-55-3*2,,
Anthracene,C6H4(CH(CC(C4H4)CH)) (g),226.67,120-12-7*0,,
Anthracene,"C6H4(CH(CC(C4H4)CH)) (cr,l)",125.43,120-12-7*500,,
2-Propenylidyne anion,[CH2CHC]- (g),460.9,120126-89-8*0,,
Vinylcyclopentadienyl,CH2CHC(CHCHCHCH) (g),296.9,1201826-88-1*0,,
Nitroxyl,ON(O)O (g),74.14,12033-49-7*0,,
1-Methylene-2-propenyl,CH2CHCCH2 (g),317.18,1204515-52-5*0,,
Dioxiranyl,HC(OO) (g),213.8,120595-16-6*0,,
Fluorooxidanyl,FO (g),110.9,12061-70-0*0,,
Ethynylene,C2 (g),828.433,12070-15-4*0,,
Ethynylene,"C2 (g, triplet)",833.895,12070-15-4*1,,
Ethynylene,"C2 (g, singlet)",826.54,12070-15-4*2,,
Dicarbon monoxide,CCO (g),381.16,12071-23-7*0,,
Dicarbon monoxide,"CCO (g, triplet)",381.16,12071-23-7*1,,
Dicarbon monoxide,"CCO (g, singlet)",444.54,12071-23-7*2,,
"1,2-Propadiene-1,3-diylidene",CCC (g),823.33,12075-35-3*0,,
Norbornadiene,(CHCH)(CHCH2CH)(CHCH) (g),239.6,121-46-0*0,,
Norbornadiene,(CHCH)(CHCH2CH)(CHCH) (l),206.3,121-46-0*500,,
m-Benzyne cation,"[C6H4]+ (g, meta)",1354.5,121058-08-0*0,,
p-Benzyne cation,"[C6H4]+ (g, para)",1416.4,121058-09-1*0,,
Carbon monosulfide anion,[CS]- (g),263,12121-99-2*0,,
Sulfidocarbonothioyl,[SCS]- (g),75.2,12122-00-8*0,,
Ammonium bromide,(NH4)Br (cr),-269.84,12124-97-9*510,,
Ammonium fluoride,"(NH4)F (cr,l)",-467.06,12125-01-8*500,,
Ammonium chloride,(NH4)Cl (cr),-314.716,12125-02-9*510,,
Cyclopentadienide,[CH(CHCHCHCH)]- (g),88.19,12127-83-2*0,,
Indenide,[C6H4(CHCHCH)]- (g),105.3,12128-54-0*0,,
Perchloryloxy,OCl(O)(O)O (g),240.8,12133-63-0*0,,
1-Methyl-1-ethylium-1-yl,[CH3CCH3]+ (g),1045.8,121408-19-3*0,,
Oxothioxosulfate,[SSO]- (g),-233.57,12143-07-6*0,,
Sulfur dioxide anion,[OSO]- (g),-403.54,12143-17-8*0,,
Sulfate monoanion,[OS(O)(O)O]- (g),-744.6,12143-45-2*0,,
Carbon monoxide cation,[CO]+ (g),1241.59,12144-04-6*0,,
Ammonium oxide,"(NH4)2O (cr,l)",-430.46,12161-77-2*500,,
Hydronium radical,"(H2O)(H) (g, vdW)",-21.5,12168-76-2*100,,
Carbonyl sulfide cation,[OCS]+ (g),939.97,12169-37-8*0,,
Pyridine anion,[N(CHCHCHCHCH)]- (g),200.9,12169-63-0*0,,
Deuterium hydride cation,[HD]+ (g),1490.587,12181-16-7*0,,
Carbon dioxide cation,[CO2]+ (g),936.924,12181-61-2*0,,
Carbon dioxide cation,"[CO2]+ (g, quartet)",1335.5,12181-61-2*1,,
"Bicyclo[1.1.0]buta-1,3-diene-2,4-diyl",C(CC)C (g),1054.7,12184-80-4*0,,
"Bicyclo[1.1.0]buta-1,3-diene-2,4-diyl","C(CC)C (g, triplet)",1140.9,12184-80-4*1,,
"Bicyclo[1.1.0]buta-1,3-diene-2,4-diyl","C(CC)C (g, singlet)",1054.7,12184-80-4*2,,
Deuterium molecule cation,[D2]+ (g),1492.361,12184-84-8*0,,
Difluoride,[F2]- (g),-289.6,12184-85-9*0,,
Difluorine cation,[F2]+ (g),1514.475,12184-86-0*0,,
Hydride,H- (g),145.228,12184-88-2*0,,
Dihydrogen anion,[H2]- (g),254.7,12184-89-3*0,,
Dihydrogen cation,[H2]+ (g),1488.48,12184-90-6*0,,
Dihydrogen cation,"[H2]+ (g, ortho)",1488.48,12184-90-6*1,,
Dihydrogen cation,"[H2]+ (g, para)",1488.48,12184-90-6*2,,
Trihydrogen,"H(HH) (g, Ry)",743.199,12184-91-7*0,,
Trihydrogen,"H(HH) (g, 2s 2A1' Ry)",743.094,12184-91-7*1,,
Trihydrogen,"(H)(HH) (g, vdW)",218.3,12184-91-7*100,,
Trihydrogen,"H(HH) (g, 2p 2A2"" Ry)",754.146,12184-91-7*2,,
Trihydrogen,"HHH (g, TS)",250.7,12184-91-7*200,,
Trihydrogen,"H(HH) (g, TS)",474.7,12184-91-7*201,,
Dihelium,He2 (g),-6.197,12184-98-4*0,,
Dihelium,"He2 (g, triplet)",1729.576,12184-98-4*1,,
Dihelium,"He2 (g, singlet)",1757.613,12184-98-4*2,,
Dihelium,"He2 (g, halo singlet)",-6.197,12184-98-4*3,,
Dihelium cation,[He2]+ (g),2139.915,12184-99-5*0,,
Dinitrogen anion,[N2]- (g),192.5,12185-02-3*0,,
Trinitrogen cation,[NNN]+ (g),1517.01,12185-03-4*0,,
Tetranitrogen cation,[NNNN]+ (g),1392.5,12185-04-5*0,,
Dioxygen cation,[O2]+ (g),1165.221,12185-07-8*0,,
Disulfur anion,[S2]- (g),-33.13,12185-15-8*0,,
Diiodide,[I2]- (g),-180.72,12190-71-5*0,,
Neonium,[NeH]+ (g),1323.04,12200-65-6*0,,
Indenylium,[C6H4(CHCHCH)]+ (g),1010.7,12203-21-3*0,,
Indenylium,"[C6H4(CHCHCH)]+ (g, triplet)",1061.6,12203-21-3*1,,
Indenylium,"[C6H4(CHCHCH)]+ (g, singlet)",1010.7,12203-21-3*2,,
Fluoronium,[HFH]+ (g),771.11,12206-67-6*0,,
Fluoronium,"[(HF)(H)]+ (g, triplet)",1491.4,12206-67-6*1,,
Fluoronium,"[HFH]+ (g, singlet)",771.11,12206-67-6*2,,
Dioxidenium,[HOO]+ (g),1107.98,12207-52-2*0,,
Sulfur trioxide anion,[OS(O)O]- (g),-608.6,12210-38-7*0,,
Borane cation,[BH3]+ (g),1262.7,12228-16-9*0,,
Dioxodiazoxane,ONONO (g),88.2,122413-35-8*0,,
Dioxodiazoxane,"ONONO (g, t, t)",88,122413-35-8*1,,
Dioxodiazoxane,"ONONO (g, t, c)",105.3,122413-35-8*2,,
Dioxodiazoxane,"ONONO (g, c, p)",120.4,122413-35-8*3,,
Argonium,[ArH]+ (g),1150.1,12254-68-1*0,,
Bromoniumyl,[HBr]+ (g),1090.32,12258-64-9*0,,
Chloroniumyl ion,[HCl]+ (g),1137.732,12258-94-5*0,,
Oxidanylium,[OH]+ (g),1293.391,12259-29-9*0,,
Water anion,[H2O]- (g),-53,12259-30-2*0,,
